,PAL_234_20140101_F02.,PAL_247_20140204_F02.,PAL_044_20130812_F02.,PAL_153_20131105_F02.,PAL_266_20140318_F02.,PAL_079_20130108_FST_Bv6.,PAL_246_20140128_F02.,PAL_263_20140311_F02.,PAL_088_20130311_FST_Bv6.,PAL_047_20130812_F02.,PAL_080_20130114_FST_Bv6.,PAL_049_20130816_F02.,PAL_244_20140128_F02.,PAL_141_20131101_F02.,PAL_245_20140128_F02.,PAL_085_20130218_FST_Bv6.,PAL_216_20131204_F02.,PAL_061_20130829_F02.,PAL_183_20131125_F02.,PAL_053_20111206_FST.,PAL_046_20110321_FST.,PAL_145_20131101_F02.,PAL_185_20131127_F02.,PAL_075_20121210_FST.,PAL_052_20130816_F02.,PAL_230_20131225_F02.,PAL_066_20130904_F02.,PAL_073_20130907_F02.,PAL_146_20131101_F02.,PAL_041_20110215_FST_Bv6.,PAL_048_20130816_F02.,PAL_229_20131225_F02.,PAL_036_20110110_FST_Bv6.,PAL_256_20140225_F02.,PAL_039_20110131_FST_Bv6.,PAL_080_20130908_F02.,PAL_034_20101228_FST.,PAL_076_20121217_FST_Bv6.,PAL_013_20130704_F02.,PAL_081_20130919_F02.,PAL_068_20120219_FST_Bv6.,PAL_130_20131026_F02.,PAL_071_20130904_F02.,PAL_188_20131127_F02.,PAL_056_20111228_FST.,PAL_214_20131204_F02.,PAL_046_20130812_F02.,PAL_258_20140225_F02.,PAL_154_20131105_F02.,PAL_255_20140218_F02.,PAL_062_20130829_F02.,PAL_152_20131105_F02.,PAL_075_20130908_F02.,PAL_233_20140101_F02.,PAL_041_20130806_F02.,PAL_036_20130806_F02.,PAL_248_20140204_F02.,PAL_047_20110327_FST.,PAL_151_20131105_F02.,PAL_181_20131125_F02.,PAL_039_20130806_F02.,PAL_054_20130824_F02.,PAL_063_20130829_F02.,PAL_068_20130904_F02.,PAL_147_20131105_F02.,PAL_073_20121127_FST_Bv6.,PAL_254_20140218_F02.,PAL_061_20120130_FST.,PAL_071_20121114_FST_Bv6.,PAL_213_20131203_F02.,PAL_076_20130908_F02.,PAL_156_20131106_F02.,PAL_083_20130206_FST_Bv6.,PAL_074_20130907_F02.,PAL_232_20140101_F02.,PAL_257_20140225_F02.,PAL_217_20131207_F02.,PAL_051_20130816_F02.,PAL_069_20121031_FST_Bv6.,PAL_040_20130806_F02.,PAL_238_20140113_F02.,PAL_082_20130919_F02.,PAL_240_20140113_F02.,PAL_259_20140303_F02.,PAL_150_20131105_F02.,PAL_067_20130904_F02.,PAL_043_20130812_F02.,PAL_055_20111219_FST.,PAL_082_20130131_FST_Bv6.,PAL_078_20130908_F02.,PAL_161_20131107_F02.,PAL_144_20131101_F02.,PAL_239_20140113_F02.,PAL_235_20140106_F02.,PAL_157_20131106_F02.,PAL_187_20131127_F02.,PAL_158_20131106_F02.,PAL_211_20131203_F02.,PAL_162_20131107_F02.,PAL_070_20121107_FST_Bv6.,PAL_078_20121231_FST_Bv6.,PAL_072_20130907_F02.,PAL_189_20131127_F02.,PAL_005_20091118_FST.,PAL_065_20130829_F02.,PAL_077_20130908_F02.,PAL_045_20130812_F02.,PAL_037_20130806_F02.,PAL_060_20130829_F02.,PAL_251_20140211_F02.,PAL_002_20091103_FST.,PAL_042_20130812_F02.,PAL_131_20131026_F02.,PAL_137_20131031_F02.,PAL_221_20131207_F02.,PAL_079_20130908_F02.,PAL_123_20131021_F02.,PAL_142_20131101_F02.,PAL_252_20140211_F02.,PAL_066_20120306_FST.,PAL_053_20130816_F02.,PAL_220_20131207_F02.,PAL_160_20131107_F02.,PAL_242_20140121_F02.,PAL_210_20131203_F02.,PAL_215_20131204_F02.,PAL_262_20140311_F02.,PAL_253_20140218_F02.,PAL_128_20131026_F02.,PAL_209_20131203_F02.,PAL_224_20131209_F02.,PAL_069_20130904_F02.,PAL_264_20140311_F02.,PAL_133_20131026_F02.,PAL_132_20131026_F02.,PAL_127_20131026_F02.,PAL_009_20091214_FST_Bv6.,PAL_081_20130112_FST_Bv6.,PAL_057_20120105_FST.,PAL_040_20110207_FST.,PAL_237_20140106_F02.,PAL_006_20091123_FST_Bv6.,PAL_124_20131021_F02.,PAL_222_20131207_F02.,PAL_011_20091228_FST.,PAL_083_20130919_F02.,PAL_267_20140318_F02.,PAL_042_20110221_FST.,PAL_089_20130318_FST_Bv6.,PAL_265_20140318_F02.,PAL_159_20131106_F02.,PAL_260_20140303_F02.,PAL_058_20120109_FST.,PAL_218_20131207_F02.,PAL_074_20121204_FST_Bv6.,PAL_219_20131207_F02.,PAL_134_20131026_F02.,PAL_045_20110314_FST_Bv6.,PAL_231_20131225_F02.,PAL_125_20131021_F02.,PAL_212_20131203_F02.,PAL_228_20131220_F02.,PAL_182_20131125_F02.,PAL_126_20131026_F02.,PAL_013_20100111_FST.,PAL_008_20091207_FST.,PAL_225_20131209_F02.,PAL_227_20131220_F02.,PAL_155_20131105_F02.,PAL_186_20131127_F02.,PAL_243_20140121_F02.,PAL_226_20131220_F02.,PAL_070_20130904_F02.,PAL_035_20110103_FST_Bv6.,PAL_077_20121223_FST_Bv6.,PAL_136_20131031_F02.,PAL_067_20120312_FST.,PAL_003_20091109_FST.,PAL_084_20130212_FST.,PAL_065_20120301_FST.,PAL_007_20091130_FST_Bv6.,PAL_054_20111211_FST.,PAL_044_20110307_FST_Bv6.,PAL_236_20140106_F02.,PAL_249_20140204_F02.,PAL_038_20130806_F02.,PAL_135_20131031_F02.,PAL_143_20131101_F02.,PAL_261_20140303_F02.,PAL_064_20130829_F02.,PAL_223_20131209_F02.,PAL_004_20091116_FST.,PAL_250_20140211_F02.,PAL_087_20130306_FST.,PAL_012_20130704_F02.,PAL_149_20131105_F02.,PAL_184_20131127_F02.,PAL_148_20131105_F02.,PAL_129_20131026_F02.,PAL_050_20130816_F02.
n16S.mean,2.17392726358,2.53505612595,3.55187906515,2.35920446876,1.80088999197,2.11322402022,2.61421140223,1.87590880835,1.65294624318,2.0858989568,1.92259386228,4.21564808849,2.70099053641,2.03857178421,2.66995626799,1.73609377347,1.65817948071,1.36848498261,1.65020600732,1.51874138563,1.5607204906,2.69613367022,1.82270379795,3.1710696189,3.8806322465,1.78723477684,2.6213236422,1.39406467154,2.983706264,1.93201043509,4.67760073944,1.97074460036,2.55484301242,2.05790129998,2.25071647148,3.28066072923,2.06359178519,2.70119421314,1.5418891476,1.47658340471,1.79538526294,1.39311035524,1.7415024076,1.46075437189,1.4611851588,1.75458806311,2.33599802156,2.11328027823,2.4267391567,1.98507220483,1.52925151319,1.76096089032,3.72735539944,2.06827993859,1.47481233104,1.32587392048,2.48557862903,1.41364496767,1.62176487408,1.44467785357,1.31253305383,1.53636416737,1.47671086773,2.72321778179,1.55346980448,1.99730016693,1.98758350497,2.13803109609,1.44263427255,2.65270903434,3.51357208872,1.99011960591,1.94157461358,1.51142097752,2.02053338559,2.04411396687,1.9993732568,4.63330739658,1.59001942946,1.37042901852,2.26810362881,1.51949387414,2.26473620663,1.91322719192,1.65686394485,2.76745901197,3.72381903915,1.36498676445,1.6800192617,3.30491970178,1.59121052225,2.59354955745,2.37198818781,1.97233793843,2.63074851551,1.51520366509,2.43649083882,2.4611739024,1.67000818473,1.71131512183,2.36030110299,1.38391735798,2.39411438663,1.70393111555,1.36100380074,3.5136519936,2.2784485619,1.39192273139,1.37890068676,2.59793175703,1.52811189199,4.60729592482,1.45135396116,1.54592649154,2.44483016923,3.40623541503,1.43791806638,2.01381099847,2.20368171393,1.67929150714,4.00813378802,2.4169091597,1.60242378615,2.77481479184,1.5953646063,1.68376766403,1.80919145195,2.04301886274,1.40434868106,1.98045493952,1.62358636119,1.75762575291,1.7251128823,1.55156694,1.40967412077,1.30777255114,1.86568659802,1.59209176793,1.42219607822,2.17503809638,2.00941341724,2.03040087867,1.37008211577,2.69953164571,1.49857873793,1.46924444745,1.90839022927,1.64154491372,1.77436088127,1.74503010874,2.48238763855,1.87119663819,1.58483349779,2.01056473652,2.38639480231,1.79604101852,1.45939192336,1.50273816718,1.73817529846,1.49545509885,2.61709674867,1.76388916649,1.50649672667,1.42021033724,1.51010852742,1.69644463058,1.57071494226,1.82705819142,2.22428698743,1.59984067198,2.74629511852,1.74055463917,1.64793440431,2.4949866715,2.41307074638,1.54568644254,1.75785767275,1.54866939173,1.9096953674,1.65313130221,1.80211385744,1.52803612062,2.00650548807,2.12836225827,2.50879417373,1.41932232978,1.59878816149,2.17322308845,1.86978114955,1.45989311,1.64729320922,1.57257628355,2.13373100729,1.91198282601,1.47918931612,1.70996446608,1.66926087166,1.62538638922,1.40725817406,5.17653496509
n16S.sd,1.07096052705,1.3106040276,3.41023068766,1.82409498055,1.18233698505,1.15226070512,1.42626722309,1.36052920138,1.11833582388,2.26598704705,1.05693243993,3.58243426413,1.37330863876,1.19651763862,1.38609889866,1.03819367086,1.28648331062,1.0134598463,1.35451820516,0.913137676459,1.10129523094,2.04622785468,1.48062920782,2.19052176187,3.33249892337,1.15808879444,2.63458924231,1.07481490079,2.29205736627,1.58002638221,3.56789111646,1.17017094274,1.81833956298,1.22831440448,1.41934876339,2.96586078355,1.4614960268,2.16326280488,1.2180066779,1.1906474251,0.974119050093,0.98154796275,1.39184945109,1.09159481227,0.840041532815,1.33351225028,2.55928900061,1.20174408301,1.81745274122,1.31112311011,1.23510523482,1.47002657099,3.03281502548,1.04698461188,1.19108682713,0.953981598247,1.32702641328,0.817700793424,1.1859021762,1.10066491917,0.943589051499,1.25518759524,1.12163716163,2.71162346393,1.06973745136,1.15368781429,1.33516858084,1.12313657991,0.913248363977,2.13710941757,3.00218823973,1.57670268397,1.37128346494,1.20645121025,1.0496215533,1.1942381293,1.26178349923,3.69190040855,1.09799528626,1.03223763953,1.35906515659,1.20895003535,1.39500917062,1.28186335435,1.21201231934,2.83268143316,3.49874027405,0.777164118779,1.03020994515,2.51580405105,1.41787063672,1.91841854899,1.3737764347,1.27142389528,2.00280857677,1.1296482247,2.10061826679,1.99656814583,1.54213766334,1.42354342775,1.47197121839,1.0741248288,2.25793815247,1.03391663985,1.00468490024,3.13283882853,2.64508167081,1.09344288929,1.03876825094,1.87609321017,0.934924221662,3.76455490693,1.07088257356,1.33905805289,1.67347108993,2.86625554869,1.03911502474,1.25882853626,1.42654890417,0.828607868659,3.55483351767,1.83596476959,1.38395377674,1.20483423561,1.03265237121,1.30135932154,1.26890111076,1.32338989966,1.16725548595,1.22699971185,1.14274371508,1.54873766001,1.27913218407,1.13368209299,1.03721503379,0.868113577286,1.51409562314,1.03629837956,0.971721785308,1.30628771343,1.17487844168,1.46533217095,0.994381891088,1.99726173801,0.967760241656,1.13213390788,1.16680643306,1.17127797007,1.16656215252,1.0774795472,1.87570283091,1.24467411301,1.27822715638,1.23225734566,1.50251332491,1.10620244361,1.07313879496,1.09186625204,1.12706996025,1.06319633949,2.04899663829,1.12816922526,1.14674399434,1.01452794928,0.905930324434,1.09290562348,1.10826851994,1.12732885407,1.92894928653,1.18717493231,1.3317094814,1.05631917875,1.352705974,1.45578348016,1.58655267329,1.25627897942,0.90199065121,1.01586609322,0.977732734466,0.924541405674,1.45800901693,0.81156367616,1.60241495568,1.19484164,1.30816471726,1.02569131675,1.2630560908,1.41489523065,1.25125441205,1.09514200311,1.20274926468,1.00984071631,1.33241884579,0.924153098431,1.18443496757,1.17797597772,1.32122034498,1.16062227417,0.978734817835,3.73960701179
nge.mean,1.47676704432,2.43669576585,1.20940335967,1.48736332821,1.47440916438,1.54471965725,2.6096448307,1.5800023972,1.36120077835,1.18342091133,1.63845608185,1.24158757864,2.64069547678,1.28034499032,2.54614370619,1.52028778906,1.34479458201,1.22748226711,1.22539082714,1.21411064295,1.23609062579,1.41926033542,1.76796502525,1.13311453061,1.17929317884,1.23666769836,1.19080040396,1.20595784356,1.29575687721,1.25534628497,1.31448992916,1.29626040077,1.46291844893,1.80559458959,1.43629504947,1.17440371196,1.34449112833,1.19809420748,1.22390705868,1.31314232806,1.41093228806,1.16889709689,1.22445964661,1.22431749299,1.1728050509,1.3542742763,1.14518266616,1.88342932445,1.50123738999,1.68722656952,1.28876495547,1.26470846306,1.28616515744,1.43094689296,1.20608827176,1.21461664957,2.42503067648,1.26421836322,1.24853299217,1.22816527456,1.18476835294,1.21877924068,1.24493939289,1.17676626586,1.27497270682,1.10565368011,1.65848549095,1.95622096355,1.13551748224,1.28463764847,1.3103722391,1.33800794805,1.59712097151,1.32507833345,1.48169945965,1.83270193733,1.26250723111,1.1303845455,1.21596658184,1.20496869277,3.05016045807,1.25155232722,3.04687232191,1.63989504816,1.24362102062,1.16457432031,1.17385203939,1.13726122178,1.50072658574,1.29063253644,1.25146605991,1.45254790443,3.25460236386,1.6748349181,1.56263577318,1.25749053267,1.42804491568,1.31883217136,1.28403561157,1.17580800601,1.89848697036,1.22528720451,1.28046124437,1.20015912397,1.24442832899,1.24243066684,1.14136063099,1.20598232221,1.22683137277,1.72329335891,1.24947170882,1.14791383828,1.23977231714,1.26885294438,1.4556083485,1.17723702688,1.18399156199,1.27402217139,1.72844941128,1.74519344648,1.16368050454,1.38653112173,1.26451160625,3.53739387592,1.22647601674,1.3022398347,1.42194158995,1.65424065728,1.28845018138,1.27244912868,1.34864023158,1.2131928307,1.45996895976,1.23032039539,1.1911854398,1.18656559533,1.24621812012,1.44353753624,1.19473505275,1.72486437537,1.67481702883,1.22859536972,1.1884363312,1.36704151381,1.2222597916,1.21825180517,1.46609841093,1.37304528451,1.40291315806,1.49054947336,1.49394863552,1.51366168062,1.14280484126,1.22051093615,1.1559330519,1.31217381247,1.20171157994,1.1653512559,1.25963504502,1.22026143836,1.31379979447,1.3901999625,1.2462330805,1.22656008122,1.39918924819,1.23152772433,1.39153163875,1.38209782881,1.34067439031,1.25029558778,3.19025918438,1.3609402197,1.2132814528,1.28895451077,1.80942403712,1.2403798717,1.6396687642,1.180380702,1.6790456266,1.61155146122,1.23667478654,1.26144287564,1.25153153293,1.79956952672,2.36547959475,1.20875639896,1.23113574981,1.34227604331,1.49857088077,1.24650773884,1.36954031316,1.17834290191,1.90070504907,1.47690473188,1.22842612493,1.23075498596,1.45716408733,1.28954815486,1.21089347201,1.23705384018
nge.sd,1.69855640047,2.40545418773,0.904938939229,1.37724328452,1.65811206717,1.34081030734,3.05648058197,2.02025853559,1.38098177301,1.11134651116,1.46298834236,0.901121868487,3.02137228366,1.18354023029,2.91752998393,1.4986544286,1.99233060083,1.3937234662,1.48430325837,1.49764927673,1.50556488956,1.35098856838,3.11059350539,1.00513878971,1.10782107463,1.51565656328,1.14783712606,1.33262243438,1.11104291136,1.32336615066,1.06466850601,1.68070663357,1.69741071549,1.90710942849,1.5963380959,1.12277907789,1.60445776053,1.10595997285,1.16330780725,1.74687358149,1.3927884951,1.18556062216,1.31471008039,1.58763439573,1.14887862678,1.96474190622,0.935530179317,1.88423447282,1.39597055404,1.82018339405,1.55022577775,1.63119078861,1.11877760718,1.59014326573,1.13901571411,1.26311267769,2.37562512733,1.83585843316,1.67240355435,1.60371851558,1.17517233169,1.16786080629,1.43067565849,1.09296015408,1.83530342899,0.860371335387,1.94990548418,1.83732142158,1.05895775571,1.29590926767,1.19290367492,1.94196048465,1.62952626972,1.78047975073,1.68766805523,1.88274596589,1.37474610232,0.990732420628,1.21468439565,1.26289857932,3.65366307069,1.46987981267,3.63448847016,1.98535975659,1.59401049893,1.09802823256,0.856353091145,0.987262502063,1.5027710193,1.07287987071,1.57281178465,1.33646196341,3.59924344989,2.28355905823,1.46255970705,1.72894453859,1.33421784265,1.35144280038,1.64106015824,0.960338505793,1.56119260133,1.45480664836,1.47182591156,1.19447310668,1.48650663781,1.13761078256,0.931171819707,1.19271635374,1.4005400224,1.89790086865,1.61378104398,0.77592221261,1.43642597406,1.57699777824,1.61491826588,1.06280258042,1.1912031316,1.2401152759,2.12599320958,2.21009379243,1.11302396388,1.49549298124,1.59497785953,3.32148998453,1.43190282145,1.76447221915,1.69284829767,1.89142042046,1.70042830838,1.49167497742,2.02464695869,1.24456095343,1.79555734851,1.37230770003,1.22354607878,1.35921639289,1.05715664649,1.33152223741,1.31362396518,1.86878341748,2.38860170752,0.889796032516,1.21470616393,1.46615326101,1.11177888419,1.40778249629,1.66922980014,1.96621876194,1.34379535561,1.67716341874,1.34570694197,1.73412120651,0.969771249432,1.24006721498,1.19984667254,1.68351033273,1.32951705995,1.16989755233,1.62410198972,1.33835504061,1.36186428424,2.22916634896,1.67236900389,1.44765855943,1.20962771361,1.16078777682,2.2749912721,2.15677399259,1.2418678691,1.59028739161,3.39229932733,2.09427562783,1.24735803171,1.42698367439,1.60156779116,1.49446897713,2.15917725417,1.29279855944,1.73154920114,2.11535546081,1.00197099105,1.47115530674,1.40731451771,2.44853856719,2.24759900302,1.2221800317,1.37757901689,1.33473818362,1.7701087661,1.46666302945,2.10587741897,1.20659123455,2.09436452633,1.64261988643,1.2685476261,1.4077236055,2.37717084408,1.87694917791,1.40403895317,0.978721128633
ncds.mean,2638.81384433,3031.19824465,2586.3711225,2534.90829971,2316.47855803,2817.1324938,3017.30860454,2386.56473714,2148.97188926,2193.90578773,2475.80227167,2818.66432801,3110.73301702,2413.72410829,3050.41648679,2388.47690339,2066.74877876,1913.5107833,2067.74463651,2112.62811254,2028.0087547,2667.37027144,2300.12461876,2809.54481744,2931.40316251,2300.11201457,2390.70990605,1920.44093287,2748.01138085,2234.04309023,3076.18838856,2473.08065503,2643.0374008,2528.29321354,2590.11277587,2751.87671796,2397.05354397,2621.94853734,2121.34540074,2020.85427928,2523.04766834,1884.30400115,2247.13801526,1913.90914751,1963.47525292,2154.39054004,2275.69493283,2603.57532728,2592.94281549,2443.14383057,2084.60772902,2062.18452496,3026.92262882,2576.2350014,2012.15147279,1884.77029524,2975.16409774,1898.20112468,1976.16268499,1910.92417312,1848.10352432,2084.89571622,2012.3103749,2416.45771473,1964.45103049,2322.18278341,2424.58671894,2813.41751068,1939.95856022,2591.48408571,2909.8594782,2295.36758801,2367.02364235,2071.49885449,2549.41059673,2521.56394625,2398.79074008,3016.13722337,2150.26819672,1900.28004928,2916.79336584,2049.75122829,2902.97238164,2393.404031,2018.82023277,2352.43999685,2635.88295214,1889.34433667,2196.99513806,2952.99315925,2014.80588398,2668.89243181,3072.34020392,2389.05411947,2737.04762859,1999.47729643,2538.42921449,2516.49494865,2055.39427874,2142.90500306,2726.10675481,1894.28048386,2613.20879624,2122.30626619,1897.61817187,2791.47800913,2175.95147452,1939.83711702,1917.62982638,2785.48428271,2052.64187394,2913.15631111,1938.39012204,2038.68301759,2578.39641359,2851.3119877,1966.42826438,2365.58083144,2582.88289768,2438.79134845,2829.38960599,2531.82149523,2073.86495054,3500.98691678,2066.09558262,2093.00038419,2291.46227584,2479.52597003,1880.32363912,2371.95670507,2046.30647797,2189.85365388,2201.5653486,2057.62926219,1894.19172864,1811.32749279,2189.09930895,2090.72255915,1841.85115231,2603.29528797,2415.89333707,2269.41569199,1926.57556809,2667.68122623,1969.2021037,1968.80925471,2424.90218573,2064.49474286,2268.2271172,2271.5412284,2628.75258804,2322.33568681,1881.3997849,2402.5567803,2532.0463962,2225.88763807,1954.48425496,1958.92462387,2261.96280002,2054.97459426,2603.51643465,2226.21490642,1966.14577648,1938.59930754,1983.87710966,2082.82729517,2023.15712549,2277.86240831,2375.61665936,2074.47663207,3321.20301858,2226.88483362,2147.97908323,2674.63253282,2740.32227058,2048.65064936,2414.66925967,2023.08419723,2684.32164648,2253.05957516,2140.79366565,2073.0122802,2376.39039328,2573.76705323,2979.03463117,1960.87301553,2088.1423587,2492.65248759,2304.39662852,1984.77488919,2074.42708715,2016.15194308,2596.63105839,2645.70719506,2048.85517141,2118.34858722,2134.96923582,2029.37556938,1900.96910068,3135.51985404
ncds.sd,957.830863908,1159.32464847,1274.28276824,1018.64079128,1070.81540995,1020.83481879,1205.4189482,1134.9228109,1029.30533782,1152.93999817,1116.03889298,1255.62743032,1148.45480478,938.272508403,1168.81856881,1047.38206072,1045.16108472,1080.94158661,1015.77409715,934.07863564,969.965937615,954.251379791,1247.04460563,799.599117459,1226.47022388,1036.32971709,1161.47967787,1083.2675497,910.966570573,1067.46123427,1216.86746309,1038.27411515,1076.89811106,1153.16119277,1052.38868775,1208.75262567,1058.37433046,982.353995208,1165.7016344,1147.83610557,987.768650608,909.143864608,1121.06289086,947.049719809,847.083953122,1054.85718127,1192.53616423,1165.70945861,999.896483063,1170.5462762,1195.16994672,1002.21786443,1066.25003346,966.827653835,1117.08695703,1037.74006202,1192.65109468,967.649443135,960.082669221,945.642533308,1018.61994051,1195.31837005,1112.37587556,1177.76316801,971.175635175,841.935656358,1163.10520432,1154.01152626,890.177291411,990.282748136,1128.97592835,1071.01733076,1103.6776427,1206.19083968,996.4932537,1165.04854547,947.614008025,1327.48988965,1025.17273015,1054.56653856,1356.06870555,1117.88167639,1373.23041736,1147.53638509,970.855058269,1183.72469299,1321.83768552,788.088929062,1026.31606856,1016.4173766,1022.73583804,951.178904173,1332.35275258,1143.53183167,1001.91637619,976.759023944,1026.32031258,992.116056524,1048.11875804,987.983081231,1118.04994651,1066.19277604,1362.82304675,935.241666148,1063.1093535,1189.45558627,1215.92219842,1081.97948484,1077.48906144,1128.12764487,974.580440447,1358.64747892,962.881535044,997.270278622,967.056660465,1156.28967706,960.6579401,963.097161134,1151.85863721,1034.70724741,1322.74942919,979.730415143,1022.11841098,1035.71644907,940.682433137,1029.20247763,1084.87128291,1154.88689028,965.123905748,976.866388784,1012.45584748,1098.63807946,1098.05047571,992.964470981,923.428579556,870.636734654,982.606740026,981.10750448,837.276870167,1107.78280909,1115.70310328,923.933727871,947.820232724,933.923457086,874.968565892,1063.49913348,1073.13072997,1062.29186437,1074.07253897,1075.52286764,997.503383847,1100.07797132,821.750526031,940.280119073,864.665491209,976.940404651,943.062910965,923.988284671,1037.79027181,1006.6952142,982.692503297,1023.61954478,969.48681497,944.976649366,1028.48823973,927.658273245,1017.56276026,1023.27242865,1019.90699076,998.409604767,1114.66537214,1001.82594113,1103.16971565,947.719727553,1125.52940159,990.086603585,1003.43429612,941.473587763,1078.60990081,1032.1765229,976.794876491,906.944766661,1045.18865591,1125.41461977,1162.90925307,1053.60766188,990.491308278,967.679748812,1099.81875851,1103.86788077,1024.56592648,921.422813853,1204.10889571,1023.69578189,1138.03090136,983.765619136,1096.50011114,990.929231508,923.226251446,1286.10437641
genome_size.mean,2924923.1172,3346521.25893,2946127.53811,2805172.23432,2537307.11492,3147647.26215,3351405.53565,2637797.03682,2321129.84913,2409171.2741,2705347.88464,3254280.00736,3463703.78435,2656419.49138,3393761.64255,2617414.15225,2253594.70779,2044578.26882,2251497.21143,2290239.88598,2189818.43198,2998150.51493,2591481.58742,3234802.15289,3400912.14464,2540192.46491,2675299.40283,2050694.19104,3121409.85464,2467199.21198,3587647.97159,2766597.6014,2983555.38565,2775768.13559,2908941.36374,3159935.04714,2660413.68393,2974897.20435,2295508.14486,2193235.30906,2792112.45006,2000719.96824,2472103.3157,2051654.39616,2095681.63411,2361818.01093,2520304.71275,2861740.2656,2878318.49162,2678898.73233,2268986.18719,2239986.64989,3494981.56119,2834332.42475,2165846.84345,2001884.70227,3274116.26722,2036475.77314,2133192.43523,2047137.99882,1955547.85156,2261013.97461,2173063.67144,2709662.52838,2116475.22302,2571664.70599,2669678.55133,3102133.74705,2069990.22033,2914792.8601,3341140.95418,2549920.03242,2591677.3359,2253660.81807,2795503.70548,2766550.50202,2635809.49429,3531861.51559,2336969.90916,2022496.97131,3219148.51406,2224997.50824,3196355.97641,2643249.2943,2181376.44395,2632783.27119,3015865.91003,2002504.5103,2380105.22387,3391047.35596,2171981.23703,2988290.18535,3383576.68112,2629682.39367,3057583.20072,2162571.64538,2819321.50745,2806750.8921,2229051.15268,2326200.43034,3000180.3542,2018943.09642,2914279.93746,2301239.84759,2024488.79752,3205442.38566,2395534.38726,2072405.6527,2050335.81413,3115230.24662,2217009.55987,3393647.20459,2075638.42673,2210628.42335,2872517.50471,3285537.72331,2101714.58406,2601485.91849,2866612.91136,2660080.25993,3273361.73229,2821176.66946,2251178.63565,3864919.33377,2228649.24677,2280145.4552,2524359.90157,2735897.99971,2011562.82065,2625107.67083,2217406.19067,2397237.90935,2401787.44187,2222387.31913,2015917.91568,1911946.57317,2395093.75656,2240010.97967,1946163.8859,2881633.94669,2669309.65075,2488007.94713,2054257.31543,3009064.17452,2105092.90877,2120788.15454,2684072.75271,2250296.89122,2470354.53198,2473598.70521,2922879.24964,2559350.23327,1999765.30192,2651343.51807,2856964.76818,2430552.25562,2088935.70449,2099411.14225,2488088.17556,2214324.78328,2925633.29086,2458019.07235,2115742.91118,2072260.78317,2096006.94095,2250471.6178,2190678.91929,2515823.17915,2619146.03157,2248126.57279,3686039.77551,2434195.49165,2340506.64273,3041737.92829,3028291.75108,2217100.07029,2657140.70131,2182747.51717,2984653.18165,2466770.54503,2316717.47141,2228849.40415,2642997.60535,2853840.28428,3282891.41092,2098177.6468,2260340.24771,2761610.70927,2540700.09629,2140096.27408,2255483.90648,2170155.3923,2845836.63685,2952006.08744,2204048.13115,2295512.71889,2350269.68036,2197104.65382,2025804.33112,3684534.12293
